Дата замера;Время;Способ эксплуатации;Режим;Рпр(ТМ);Рзаб(Рпр);Рзаб(Нд);Рзаб(иссл)
2018-01-01;00:00:00;8;1;44.0;54.3;40.7;
2018-01-02;00:00:00;8;1;44.0;54.3;40.3;
2018-01-03;00:00:00;8;1;44.0;54.3;40.6;
2018-01-04;00:00:00;8;1;44.0;54.3;40.6;
2018-01-05;00:00:00;8;1;44.0;54.3;40.6;
2018-01-06;00:00:00;8;1;44.0;54.3;40.6;
2018-01-07;00:00:00;8;1;44.0;54.3;40.3;
2018-01-08;00:00:00;8;1;44.0;54.3;40.3;
2018-01-09;00:00:00;8;1;44.0;54.3;40.4;
2018-01-10;00:00:00;8;1;44.0;54.3;40.3;
2018-01-16;00:00:00;8;1;58.0;;40.3;54.0
2018-01-17;00:00:00;8;1;52.3;64.2;48.1;54.0
2018-01-18;00:00:00;8;1;50.4;60.2;45.2;54.0
2018-01-19;00:00:00;8;1;49.9;60.2;45.2;54.0
2018-01-20;00:00:00;8;1;49.8;60.2;45.2;54.0
2018-01-21;00:00:00;8;1;49.8;61.2;45.5;54.0
2018-01-22;00:00:00;8;1;50.0;61.2;45.5;54.0
2018-01-23;00:00:00;8;1;50.7;61.2;45.7;54.0
2018-01-24;00:00:00;8;1;51.0;61.2;45.7;54.0
2018-01-25;00:00:00;8;1;51.9;61.2;45.7;54.0
2018-01-26;00:00:00;8;1;53.0;63.2;47.3;54.0
2018-01-27;00:00:00;8;1;53.5;64.2;48.1;54.0
2018-01-28;00:00:00;8;1;50.0;64.2;48.1;54.0
2018-01-29;00:00:00;8;1;50.0;64.2;48.1;54.0
2018-01-30;00:00:00;8;1;52.3;64.2;48.1;54.0
2018-01-31;00:00:00;8;1;53.0;64.2;48.1;54.0
2018-02-01;00:00:00;4;1;53.0;64.2;;54.0
2018-02-02;00:00:00;4;1;57.0;64.2;;54.0
2018-02-03;00:00:00;4;1;50.0;64.2;;54.0
2018-02-04;00:00:00;4;1;50.0;58.2;;54.0
2018-02-05;00:00:00;4;1;49.0;58.2;;54.0
2018-02-06;00:00:00;4;1;49.0;58.2;;54.0
2018-02-07;00:00:00;4;1;49.0;58.2;;54.0
2018-02-08;00:00:00;4;1;48.0;;;
2018-02-09;00:00:00;4;1;48.0;;;
2018-02-10;00:00:00;4;1;48.0;;;
2018-02-11;00:00:00;4;1;48.0;;;
2018-02-12;00:00:00;4;1;48.0;;;
2018-02-13;00:00:00;4;1;48.0;;;
2018-02-14;00:00:00;4;1;48.0;58.2;;54.0
2018-02-15;00:00:00;4;1;48.0;58.2;;54.0
2018-02-16;00:00:00;4;1;47.0;58.2;;54.0
2018-02-17;00:00:00;4;1;47.0;58.2;;54.0
2018-02-18;00:00:00;4;1;47.0;58.2;;54.0
2018-02-19;00:00:00;4;1;47.0;58.2;;54.0
2018-02-20;00:00:00;4;1;47.0;58.2;;54.0
2018-02-21;00:00:00;4;1;47.0;58.2;;54.0
2018-02-22;00:00:00;4;1;47.0;58.2;;54.0
2018-02-23;00:00:00;4;1;47.0;58.2;;54.0
2018-02-24;00:00:00;4;1;47.0;57.2;;54.0
2018-02-25;00:00:00;4;1;47.0;57.2;;54.0
2018-02-26;00:00:00;4;1;47.0;57.2;;54.0
2018-02-27;00:00:00;4;1;47.0;57.2;;54.0
2018-02-28;00:00:00;4;1;48.0;55.3;;54.0
2018-03-01;00:00:00;4;1;49.0;55.3;41.5;54.0
2018-03-02;00:00:00;4;1;49.0;55.3;41.5;54.0
2018-03-03;00:00:00;4;1;50.0;55.3;41.5;54.0
2018-03-04;00:00:00;4;1;52.0;63.2;47.3;54.0
2018-03-05;00:00:00;4;1;51.0;63.2;47.3;54.0
2018-03-06;00:00:00;4;1;50.0;63.2;47.3;54.0
2018-03-07;00:00:00;4;1;50.0;63.2;47.3;54.0
2018-03-08;00:00:00;4;1;49.0;63.2;47.3;54.0
2018-03-09;00:00:00;4;1;50.0;60.2;45.3;54.0
2018-03-10;00:00:00;4;1;51.0;61.2;46.1;54.0
2018-03-11;00:00:00;4;1;52.0;61.2;46.1;54.0
2018-03-12;00:00:00;4;1;51.0;61.2;46.1;54.0
2018-03-13;00:00:00;4;1;50.0;61.2;45.9;54.0
2018-03-14;00:00:00;4;1;50.0;61.2;45.9;54.0
2018-03-15;00:00:00;4;1;49.0;61.2;46.0;54.0
2018-03-16;00:00:00;4;1;49.0;59.2;44.4;54.0
2018-03-17;00:00:00;4;1;49.0;59.2;44.4;54.0
2018-03-18;00:00:00;4;1;49.0;59.2;44.4;54.0
2018-03-19;00:00:00;4;1;49.0;58.2;43.6;54.0
2018-03-20;00:00:00;4;1;48.0;58.2;43.6;54.0
2018-03-21;00:00:00;4;1;49.0;58.2;43.6;54.0
2018-03-22;00:00:00;4;1;49.0;58.2;43.6;54.0
2018-03-23;00:00:00;4;1;49.0;58.2;43.3;54.0
2018-03-24;00:00:00;4;1;49.0;58.2;43.6;54.0
2018-03-25;00:00:00;4;1;49.0;58.2;43.6;54.0
2018-03-26;00:00:00;4;1;49.0;58.2;43.6;54.0
2018-03-27;00:00:00;4;1;49.0;58.2;43.6;54.0
2018-03-28;00:00:00;4;1;49.0;58.2;43.6;54.0
2018-03-29;00:00:00;4;1;49.0;58.2;43.6;54.0
2018-03-30;00:00:00;4;1;49.0;58.2;43.6;54.0
2018-03-31;00:00:00;4;1;49.0;58.2;43.6;54.0
2018-04-01;00:00:00;4;1;49.0;59.2;44.4;54.0
2018-04-02;00:00:00;4;1;49.0;59.2;44.4;54.0
2018-04-03;00:00:00;4;1;49.0;59.2;44.4;54.0
2018-04-04;00:00:00;4;1;49.0;59.2;44.4;54.0
2018-04-05;00:00:00;4;1;49.0;59.2;44.4;54.0
2018-04-06;00:00:00;4;1;49.0;59.2;44.3;54.0
2018-04-07;00:00:00;4;1;49.0;59.2;44.3;54.0
2018-04-08;00:00:00;4;1;49.0;59.2;44.3;54.0
2018-04-09;00:00:00;4;1;49.0;59.2;44.3;54.0
2018-04-10;00:00:00;4;1;49.0;59.2;44.4;54.0
2018-04-11;00:00:00;4;1;48.0;58.2;43.4;54.0
2018-04-12;00:00:00;4;1;49.0;58.2;43.4;54.0
2018-04-13;00:00:00;4;1;49.0;58.2;43.4;54.0
2018-04-14;00:00:00;4;1;49.0;59.2;43.9;54.0
2018-04-15;00:00:00;4;1;49.0;59.2;43.9;54.0
2018-04-16;00:00:00;4;1;49.0;59.2;43.9;54.0
2018-04-17;00:00:00;4;1;49.0;59.2;43.9;54.0
2018-04-18;00:00:00;4;1;49.0;59.2;44.1;54.0
2018-04-19;00:00:00;4;1;49.0;59.2;44.1;54.0
2018-04-20;00:00:00;4;1;49.0;59.2;44.1;54.0
2018-04-21;00:00:00;4;1;49.0;59.2;44.1;54.0
2018-04-22;00:00:00;4;1;49.0;59.2;44.1;54.0
2018-04-23;00:00:00;4;1;49.0;59.2;44.4;54.0
2018-04-24;00:00:00;4;1;49.0;59.2;44.1;54.0
2018-04-25;00:00:00;4;1;49.0;59.2;44.1;54.0
2018-04-27;00:00:00;4;1;51.0;59.2;44.1;54.0
2018-05-01;00:00:00;4;1;50.0;59.2;44.1;
2018-05-02;00:00:00;4;1;50.0;;44.0;
2018-05-03;00:00:00;4;1;50.0;;44.0;
2018-05-04;00:00:00;4;1;50.0;;44.0;
2018-05-05;00:00:00;4;1;49.0;;44.1;
2018-05-06;00:00:00;4;1;50.0;60.2;44.9;
2018-05-07;00:00:00;4;1;50.0;60.2;44.9;
2018-05-08;00:00:00;4;1;50.0;60.2;44.8;
2018-05-09;00:00:00;4;1;50.0;60.2;44.8;
2018-05-10;00:00:00;4;1;50.0;60.2;45.2;
2018-05-11;00:00:00;4;1;49.0;60.2;45.2;
2018-05-12;00:00:00;4;1;50.0;60.2;45.2;
2018-05-13;00:00:00;4;1;50.0;60.2;45.2;
2018-05-14;00:00:00;4;1;50.0;60.2;45.2;
2018-05-15;00:00:00;4;1;50.0;60.2;45.2;
2018-05-16;00:00:00;4;1;49.0;60.2;45.2;
2018-05-17;00:00:00;4;1;49.0;60.2;45.2;
2018-05-18;00:00:00;4;1;49.0;60.2;45.2;
2018-05-19;00:00:00;4;1;50.0;60.2;45.2;
2018-05-20;00:00:00;4;1;50.0;60.2;45.2;
2018-05-21;00:00:00;4;1;50.0;60.2;45.2;
2018-05-22;00:00:00;4;1;50.0;60.2;45.2;
2018-05-23;00:00:00;4;1;50.0;59.2;45.2;
2018-05-24;00:00:00;4;1;50.0;59.2;45.2;
2018-05-25;00:00:00;4;1;50.0;59.2;45.2;
2018-05-26;00:00:00;4;1;50.0;59.2;45.2;
2018-05-27;00:00:00;4;1;50.0;59.2;45.2;
2018-05-28;00:00:00;4;1;50.0;60.2;45.2;
2018-05-29;00:00:00;4;1;49.0;60.2;45.2;
2018-05-30;00:00:00;4;1;50.0;60.2;45.2;
2018-05-31;00:00:00;4;1;50.0;60.2;45.2;
2018-06-01;00:00:00;4;1;50.0;60.2;44.8;
2018-06-02;00:00:00;4;1;50.0;60.2;45.1;
2018-06-03;00:00:00;4;1;50.0;60.2;45.2;
2018-06-04;00:00:00;4;1;50.0;60.2;45.2;
2018-06-05;00:00:00;4;1;50.0;60.2;45.2;
2018-06-06;00:00:00;4;1;50.0;60.2;45.2;
2018-06-07;00:00:00;4;1;49.0;60.2;45.2;
2018-06-08;00:00:00;4;1;50.0;60.2;45.1;
2018-06-09;00:00:00;4;1;50.0;60.2;45.2;
2018-06-10;00:00:00;4;1;50.0;60.2;45.2;
2018-06-11;00:00:00;4;1;50.0;60.2;45.2;
