url;id;name;year;duration;imdb-popularity;budget;box-office
https://www.imdb.com/title/tt0072684/;0072684;Барри Линдон;1975;185;2271;11.0;0.2
https://www.imdb.com/title/tt0765443/;0765443;Порок на экспорт;2007;100;2181;25.0;56.1
https://www.imdb.com/title/tt0046912/;0046912;В случае убийства набирайте «М»;1954;105;3558;1.4;0.0
https://www.imdb.com/title/tt0088846/;0088846;Бразилия;1985;132;1658;15.0;9.9
https://www.imdb.com/title/tt0070666/;0070666;Серпико;1973;130;2461;3.0;29.8
https://www.imdb.com/title/tt0100150/;0100150;Miller's Crossing;1990;115;2820;14.0;5.1
https://www.imdb.com/title/tt0054331/;0054331;Спартак;1960;197;2355;12.0;1.8
https://www.imdb.com/title/tt0106519/;0106519;Путь Карлито;1993;144;1982;30.0;63.8
https://www.imdb.com/title/tt0276919/;0276919;Догвилль;2003;178;2343;10.0;16.7
https://www.imdb.com/title/tt1305806/;1305806;Тайна в его глазах;2009;129;2196;2.0;35.1
https://www.imdb.com/title/tt0113247/;0113247;Ненависть;1995;98;2391;2.6;0.4
https://www.imdb.com/title/tt0118929/;0118929;Тёмный город;1998;100;2219;27.0;27.2
https://www.imdb.com/title/tt0058385/;0058385;Моя прекрасная леди;1964;170;2202;17.0;72.6
https://www.imdb.com/title/tt0049730/;0049730;The Searchers;1956;119;2577;3.8;4.1
https://www.imdb.com/title/tt0070735/;0070735;Афера;1973;129;2371;5.5;156.0
https://www.imdb.com/title/tt0066999/;0066999;Dirty Harry;1971;102;2542;4.0;36.0
https://www.imdb.com/title/tt1535109/;1535109;Капитан Филлипс;2013;134;2321;55.0;218.8
https://www.imdb.com/title/tt0022913/;0022913;Freaks;1932;64;3113;0.3;0.0
https://www.imdb.com/title/tt4468740/;4468740;Приключения Паддингтона 2;2017;103;877;40.0;228.0
https://www.imdb.com/title/tt0089881/;0089881;Ран;1985;162;2804;11.5;4.2
https://www.imdb.com/title/tt0053604/;0053604;Квартира;1960;125;431;3.0;18.8
https://www.imdb.com/title/tt0072431/;0072431;Молодой Франкенштейн;1974;106;1229;2.8;86.3
https://www.imdb.com/title/tt0101921/;0101921;Жареные зеленые помидоры;1991;130;2547;11.0;119.4
https://www.imdb.com/title/tt0268126/;0268126;Адаптация;2002;115;2170;19.0;32.8
https://www.imdb.com/title/tt6155172/;6155172;Рома;2018;135;2315;50.0;1.1
https://www.imdb.com/title/tt0088258/;0088258;Это - Spinal Tap;1984;82;2147;2.5;4.7
https://www.imdb.com/title/tt0480025/;0480025;Это - Англия!;2006;101;2244;1.5;8.5
https://www.imdb.com/title/tt0277027/;0277027;Я Сэм;2001;132;2680;22.0;97.8
https://www.imdb.com/title/tt0079470/;0079470;Житие Брайана по Монти Пайтон;1979;94;2650;4.0;20.7
https://www.imdb.com/title/tt0156887/;0156887;Истинная грусть;1997;81;2335;3.0;0.6
https://www.imdb.com/title/tt0022100/;0022100;М убийца;1931;117;2647;50.0;0.0
https://www.imdb.com/title/tt0080678/;0080678;Человек-слон;1980;124;2632;5.0;26.0
https://www.imdb.com/title/tt10431500/;10431500;Чудо в камере No7;2019;132;2711;3.0;17.2
https://www.imdb.com/title/tt1125849/;1125849;Рестлер;2008;109;1889;6.0;44.7
https://www.imdb.com/title/tt0092991/;0092991;Зловещие мертвецы 2;1987;84;3074;3.6;5.9
https://www.imdb.com/title/tt3011894/;3011894;Дикие истории;2014;122;2569;3.3;30.6
https://www.imdb.com/title/tt0064115/;0064115;Бутч Кэссиди и Санденс Кид;1969;110;1674;6.0;102.3
https://www.imdb.com/title/tt0043014/;0043014;Sunset Blvd.;1950;110;2470;1.8;0.3
https://www.imdb.com/title/tt0109424/;0109424;Чyнгкингский экспресс;1994;102;3075;5.5;1.3
https://www.imdb.com/title/tt1832382/;1832382;Развод Надера и Симин;2011;123;2540;0.5;22.9
https://www.imdb.com/title/tt0029583/;0029583;Белоснежка и семь гномов;1937;83;2544;1.5;184.9
https://www.imdb.com/title/tt0107207/;0107207;Во имя отца;1993;133;2654;13.0;65.8
https://www.imdb.com/title/tt0075029/;0075029;The Outlaw Josey Wales;1976;135;2169;3.7;31.8
https://www.imdb.com/title/tt7668870/;7668870;Поиск;2018;102;2411;0.9;75.5
https://www.imdb.com/title/tt0381681/;0381681;Перед закатом;2004;80;2795;2.7;15.9
https://www.imdb.com/title/tt0033870/;0033870;Мальтийский сокол;1941;100;3038;0.4;0.0
https://www.imdb.com/title/tt0190332/;0190332;Крадущийся тигр, затаившийся дракон;2000;120;2815;17.0;213.5
https://www.imdb.com/title/tt0099077/;0099077;Awakenings;1990;121;2782;31.0;52.1
https://www.imdb.com/title/tt0443543/;0443543;Иллюзионист;2006;110;2582;16.5;87.9
https://www.imdb.com/title/tt0069293/;0069293;Солярис;1972;167;2709;1.0;0.1
https://www.imdb.com/title/tt0112864/;0112864;Крепкий орешек 3;1995;128;2491;90.0;366.1
https://www.imdb.com/title/tt0070510/;0070510;Бумажная луна;1973;102;3208;2.5;70.0
https://www.imdb.com/title/tt0266308/;0266308;Королевская битва;2000;114;2897;4.5;1.0
https://www.imdb.com/title/tt0059578/;0059578;На несколько долларов больше;1965;132;2755;0.6;15.0
https://www.imdb.com/title/tt0056058/;0056058;Seppuku;1962;133;2962;2.5;0.0
https://www.imdb.com/title/tt0104348/;0104348;Гленгарри Глен Росс (Американцы);1992;100;3206;12.5;10.7
https://www.imdb.com/title/tt5116302/;0;Того;2019;113;3606;0.0;0.0
https://www.imdb.com/title/tt0061418/;0;Бонни и Клайд;1967;111;3319;2.5;0.0
https://www.imdb.com/title/tt0373074/;0373074;Разборки в стиле Кунг-фу;2004;99;2457;20.0;104.9
https://www.imdb.com/title/tt0129167/;0129167;Стальной гигант;1999;86;3112;70.0;23.3
https://www.imdb.com/title/tt0756683/;0;The Man from Earth;2007;87;3103;0.2;0.0
https://www.imdb.com/title/tt0061735/;0061735;Guess Who's Coming to Dinner;1967;108;3207;4.0;56.7
https://www.imdb.com/title/tt0056923/;0056923;Charade;1963;113;3263;3.0;0.2
https://www.imdb.com/title/tt0044706/;0;Ровно в полдень;1952;85;4118;0.7;0.0
https://www.imdb.com/title/tt0065214/;0065214;The Wild Bunch;1969;145;3146;6.2;0.6
https://www.imdb.com/title/tt0109707/;0109707;Эд Вуд;1994;127;3183;18.0;5.9
https://www.imdb.com/title/tt0047437/;0;Сабрина;1954;113;3513;2.2;0.0
https://www.imdb.com/title/tt0107688/;0107688;Кошмар перед Рождеством;1993;76;2888;18.0;91.2
https://www.imdb.com/title/tt0068327/;0;Кабаре;1972;124;1254;4.6;0.0
https://www.imdb.com/title/tt1646971/;1646971;Как приручить дракона 2;2014;102;3255;145.0;621.5
https://www.imdb.com/title/tt0067185/;0067185;Harold and Maude;1971;91;3843;1.2;0.0
https://www.imdb.com/title/tt2265171/;2265171;Рейд 2;2014;150;3454;4.5;6.6
https://www.imdb.com/title/tt2209418/;2209418;Перед полуночью;2013;109;2882;3.0;21.0
https://www.imdb.com/title/tt0083922/;0083922;Фанни и Александр;1982;188;2975;6.0;6.8
https://www.imdb.com/title/tt0037008/;0;Лора;1944;88;2157;1.0;0.0
https://www.imdb.com/title/tt0061512/;0;Хладнокровный Люк;1967;127;3042;3.2;0.0
https://www.imdb.com/title/tt0097814/;0097814;Ведьмина служба доставки;1989;103;3605;800.0;10.3
https://www.imdb.com/title/tt0050212/;0050212;Мост через реку Квай;1957;161;2998;3.0;27.2
https://www.imdb.com/title/tt3544112/;0;Рок-н-рольщики;2016;106;2890;0.0;13.6
https://www.imdb.com/title/tt1220719/;1220719;Ип Ман;2008;106;3184;11.7;22.1
https://www.imdb.com/title/tt0085794/;0085794;The King of Comedy;1982;109;3163;20.0;2.5
https://www.imdb.com/title/tt0907657/;0907657;Однажды;2007;86;3671;0.1;20.9
https://www.imdb.com/title/tt0053221/;0;Рио Браво;1959;141;3209;0.0;0.0
https://www.imdb.com/title/tt0074119/;0074119;All the President's Men;1976;138;3219;8.5;70.6
https://www.imdb.com/title/tt0116477/;0116477;Гамлет;1996;242;3212;18.0;4.8
https://www.imdb.com/title/tt0013442/;0013442;Носферату, симфония ужаса;1922;94;683;90.0;0.0
https://www.imdb.com/title/tt0070511/;0070511;Мотылёк;1973;151;2221;12.0;53.3
https://www.imdb.com/title/tt0056197/;0;The Longest Day;1962;178;4299;10.0;0.0
https://www.imdb.com/title/tt4080728/;4080728;Вторая жизнь Уве;2015;116;4137;17.5;30.7
https://www.imdb.com/title/tt0287467/;0;Поговори с ней;2002;112;3733;0.0;64.8
https://www.imdb.com/title/tt0088680/;0088680;After Hours;1985;97;3335;4.5;10.6
https://www.imdb.com/title/tt0084726/;0084726;Star Trek II: The Wrath of Khan;1982;113;2232;11.2;78.9
https://www.imdb.com/title/tt0032553/;0032553;Великий диктатор;1940;125;2743;2.0;1.0
https://www.imdb.com/title/tt0106469/;0106469;За кровь платят кровью;1993;180;3137;35.0;4.5
https://www.imdb.com/title/tt0395169/;0395169;Отель «Руанда»;2004;121;3248;17.5;33.9
https://www.imdb.com/title/tt1924396/;1924396;Лучшее предложение;2013;131;3329;13.5;20.9
https://www.imdb.com/title/tt0091605/;0;Имя розы;1986;130;3677;0.0;7.2
https://www.imdb.com/title/tt0112579/;0112579;Мосты округа Мэдисон;1995;135;3131;24.0;182.0
https://www.imdb.com/title/tt0047296/;0;В порту;1954;108;3362;0.9;0.0
https://www.imdb.com/title/tt0070034/;0070034;Enter the Dragon;1973;102;2902;0.8;0.1
https://www.imdb.com/title/tt0036775/;0036775;Двойная страховка;1944;107;3368;0.9;0.0
https://www.imdb.com/title/tt0140352/;0140352;Свой человек;1999;157;3170;90.0;60.3
https://www.imdb.com/title/tt0876563/;0876563;Рыбка Поньо на утёсе;2008;101;3371;34.0;204.8
https://www.imdb.com/title/tt0425210/;0425210;Счастливое число Слевина;2006;110;3402;27.0;56.3
https://www.imdb.com/title/tt0044081/;0044081;Трамвай «Желание»;1951;122;2802;1.8;0.0
https://www.imdb.com/title/tt0117666/;0117666;Отточенное лезвие;1996;135;2523;1.0;24.4
https://www.imdb.com/title/tt3612616/;3612616;Мамочка;2014;139;4158;5.0;13.2
https://www.imdb.com/title/tt0032976/;0032976;Ребекка;1940;130;3321;1.3;0.1
https://www.imdb.com/title/tt0389557/;0389557;Чeрная книга;2006;145;3483;21.0;26.8
https://www.imdb.com/title/tt0061578/;0;The Dirty Dozen;1967;150;2350;5.4;0.0
https://www.imdb.com/title/tt0315733/;0315733;21 грaмм;2003;124;3529;20.0;60.4
https://www.imdb.com/title/tt0087544/;0087544;Навсикая из Долины ветров;1984;117;3538;1.0;8.7
https://www.imdb.com/title/tt0050825/;0050825;Тропы славы;1957;88;3347;0.9;0.0
https://www.imdb.com/title/tt2631186/;2631186;Бахубали;2015;159;5000;18.0;24.5
https://www.imdb.com/title/tt0097937/;0097937;Моя левая нога;1989;103;3181;0.6;14.7
https://www.imdb.com/title/tt0113568/;0113568;Призрак в доспехах;1995;83;3690;330.0;0.9
https://www.imdb.com/title/tt0032904/;0032904;Филадельфийская история;1940;112;4248;0.9;0.4
https://www.imdb.com/title/tt0299977/;0299977;Герой;2002;120;3986;31.0;177.4
https://www.imdb.com/title/tt0048424/;0048424;Ночь охотника;1955;92;3508;0.8;0.0
https://www.imdb.com/title/tt0063350/;0063350;Ночь живых мертвецов;1968;96;3780;0.1;0.2
https://www.imdb.com/title/tt0455590/;0455590;Последний король Шотландии;2006;123;3848;6.0;48.6
https://www.imdb.com/title/tt0067093/;0067093;Fiddler on the Roof;1971;181;2866;9.0;10.4
https://www.imdb.com/title/tt10189514/;0;Хвала храбрецам;2020;153;5000;150.0;0.0
https://www.imdb.com/title/tt0110729/;0;Когда-то были воинами;1994;102;4799;0.0;1.6
https://www.imdb.com/title/tt0046250/;0;Римские каникулы;1953;118;3801;1.5;0.0
https://www.imdb.com/title/tt0056217/;0;Человек, который застрелил Либерти Вэланса;1962;123;3304;3.2;0.0
https://www.imdb.com/title/tt5198068/;5198068;Легенда о волках;2020;103;3755;12.0;1.3
https://www.imdb.com/title/tt0060827/;0;Персона;1966;85;3563;0.0;0.1
https://www.imdb.com/title/tt0109445/;0;Клерки;1994;92;3369;0.0;3.2
https://www.imdb.com/title/tt0083987/;0083987;Ганди;1982;191;2900;22.0;52.8
https://www.imdb.com/title/tt8239946/;0;Тумбад;2018;104;3790;0.0;1.7
https://www.imdb.com/title/tt0077402/;0077402;Dawn of the Dead;1978;127;3637;0.7;0.2
https://www.imdb.com/title/tt4729430/;4729430;Клаус;2019;96;3450;40.0;1.2
https://www.imdb.com/title/tt0051201/;0051201;Свидетель обвинения;1957;116;3458;3.0;0.0
https://www.imdb.com/title/tt0042192/;0042192;All About Eve;1950;138;2899;1.4;0.2
https://www.imdb.com/title/tt0986264/;0986264;Звёздочки на земле;2007;165;3390;31.0;21.9
https://www.imdb.com/title/tt1655442/;1655442;Артист;2011;100;3238;15.0;133.4
https://www.imdb.com/title/tt0245712/;0245712;Сука любовь;2000;154;3413;2.0;20.9
https://www.imdb.com/title/tt0078754/;0078754;Весь этот джаз;1979;123;3746;12.0;37.8
https://www.imdb.com/title/tt0107943/;0107943;На исходе дня;1993;134;4014;15.0;23.2
https://www.imdb.com/title/tt10280296/;0;Командир Сингх;2021;164;3837;0.0;0.0
https://www.imdb.com/title/tt4302938/;4302938;Кубо. Легенда о самурае;2016;101;5000;60.0;76.2
https://www.imdb.com/title/tt0093389/;0093389;The Last Emperor;1987;163;3275;23.0;44.0
https://www.imdb.com/title/tt0061395/;0;Дневная красавица;1967;100;4578;0.0;4.2
https://www.imdb.com/title/tt0352248/;0352248;Нокдаун;2005;144;3437;88.0;108.5
https://www.imdb.com/title/tt0032551/;0;Гроздья гнева;1940;129;2266;0.8;0.0
https://www.imdb.com/title/tt0042876/;0042876;Расёмон;1950;88;3696;0.2;0.0
https://www.imdb.com/title/tt4901306/;4901306;Идеальные незнакомцы;2016;96;4239;14.0;31.6
https://www.imdb.com/title/tt0350258/;0350258;Рэй;2004;152;2762;40.0;124.0
https://www.imdb.com/title/tt2013293/;2013293;Ветер крепчает;2013;126;4041;30.0;136.5
https://www.imdb.com/title/tt0069762/;0069762;Пустоши;1973;94;4521;0.5;0.1
https://www.imdb.com/title/tt0169858/;0;Конец Евангелиона;1997;87;4344;0.0;0.0
https://www.imdb.com/title/tt0043456/;0;The Day the Earth Stood Still;1951;92;4910;1.2;0.0
https://www.imdb.com/title/tt0086197/;0086197;Парни что надо;1983;193;3931;27.0;21.2
https://www.imdb.com/title/tt0056801/;0;Восемь с половиной;1963;138;2382;0.0;0.2
https://www.imdb.com/title/tt0056687/;0;Что случилось с Бэби Джейн?;1962;134;3795;1.0;0.0
https://www.imdb.com/title/tt0370986/;0370986;Загадочная кожа;2004;105;3928;1.5;1.5
https://www.imdb.com/title/tt0101410/;0101410;Barton Fink;1991;116;3052;9.0;6.2
https://www.imdb.com/title/tt0085334/;0085334;Рождественская история;1983;93;5000;3.3;20.8
https://www.imdb.com/title/tt8075192/;8075192;Магазинные воришки;2018;121;3906;2.4;68.0
https://www.imdb.com/title/tt0340377/;0340377;Станционный смотритель;2003;89;3732;0.5;8.7
https://www.imdb.com/title/tt0036855/;0;Gaslight;1944;114;2813;0.0;0.0
https://www.imdb.com/title/tt0092067/;0092067;Небесный замок Лапута;1986;125;3949;3.3;6.1
https://www.imdb.com/title/tt0308644/;0308644;Волшебная страна;2004;106;4125;25.0;116.7
https://www.imdb.com/title/tt0025316/;0;Это случилось однажды ночью;1934;105;4428;0.3;0.0
https://www.imdb.com/title/tt1683526/;1683526;Учитель на замену;2011;98;3717;1.5;1.7
https://www.imdb.com/title/tt0053779/;0;Сладкая жизнь;1960;174;3952;0.0;0.2
https://www.imdb.com/title/tt0061184/;0061184;Кто боится Вирджинии Вульф?;1966;131;4476;7.5;28.0
https://www.imdb.com/title/tt0045793/;0045793;From Here to Eternity;1953;118;5000;1.6;0.0
https://www.imdb.com/title/tt1954470/;1954470;Банды Вассейпура;2012;321;4619;184.0;4.4
https://www.imdb.com/title/tt0817177/;0817177;Привет, Джули!;2010;90;4471;14.0;4.3
https://www.imdb.com/title/tt0048545/;0048545;Rebel Without a Cause;1955;111;3202;1.5;0.2
https://www.imdb.com/title/tt0087553/;0087553;The Killing Fields;1984;141;4764;14.4;34.7
https://www.imdb.com/title/tt0498380/;0498380;Письма с Иводзимы;2006;141;3978;19.0;68.7
https://www.imdb.com/title/tt1216496/;1216496;Мать;2009;129;3984;5.0;17.2
https://www.imdb.com/title/tt0130827/;0130827;Беги, Лола, беги;1998;81;4352;3.5;7.3
https://www.imdb.com/title/tt0065234/;0065234;Z;1969;127;4669;14.0;0.1
https://www.imdb.com/title/tt2338151/;0;ПиКей;2014;153;3938;0.0;100.4
https://www.imdb.com/title/tt0027977/;0027977;Новые времена;1936;87;4236;1.5;0.5
https://www.imdb.com/title/tt0168629/;0168629;Танцующая в темноте;2000;140;4842;12.8;40.1
https://www.imdb.com/title/tt8108198/;8108198;Стреляйте в пианиста;2018;139;4628;4.5;62.5
https://www.imdb.com/title/tt0307901/;0307901;25-й час;2002;135;4905;5.0;23.9
https://www.imdb.com/title/tt0024216/;0;Кинг Конг;1933;100;3309;0.7;0.0
https://www.imdb.com/title/tt0078841/;0;Being There;1979;130;3937;0.0;30.2
https://www.imdb.com/title/tt0185125/;0;Всё о моей матери;1999;101;4498;0.0;68.0
https://www.imdb.com/title/tt0301357/;0301357;Гудбай, Ленин!;2003;121;3997;4.8;79.3
https://www.imdb.com/title/tt0021884/;0021884;Frankenstein;1931;70;5000;0.3;0.0
https://www.imdb.com/title/tt0154420/;0154420;Торжество;1998;105;3934;1.3;1.7
https://www.imdb.com/title/tt2370248/;2370248;Короткий срок 12;2013;96;4066;2.2;1.6
https://www.imdb.com/title/tt0084503/;0084503;Стена;1982;95;4371;12.0;22.3
https://www.imdb.com/title/tt0158983/;0158983;Южный Парк: Большой, длинный, необрезанный;1999;81;5000;21.0;83.1
https://www.imdb.com/title/tt0045061/;0;The Quiet Man;1952;129;3670;1.8;0.0
https://www.imdb.com/title/tt0132477/;0132477;Октябрьское небо;1999;108;4231;25.0;34.7
https://www.imdb.com/title/tt0077405/;0077405;Дни жатвы;1978;94;4380;3.0;3.5
https://www.imdb.com/title/tt0851578/;0851578;Паприка;2006;90;3958;300.0;0.9
https://www.imdb.com/title/tt0120731/;0120731;Легенда о пианисте;1998;169;5000;9.0;21.1
https://www.imdb.com/title/tt0084855/;0084855;Вердикт;1982;129;5000;16.0;54.0
https://www.imdb.com/title/tt0423866/;0423866;Пустой дом;2004;88;5000;1.0;3.4
https://www.imdb.com/title/tt1306980/;1306980;Жизнь прекрасна;2011;100;4252;8.0;41.1
https://www.imdb.com/title/tt10295212/;0;Shershaah;2021;135;5000;0.0;0.0
https://www.imdb.com/title/tt0056218/;0056218;Маньчжурский кандидат;1962;126;5000;2.2;2.8
https://www.imdb.com/title/tt0049406/;0;Убийство;1956;84;4407;0.3;0.0
https://www.imdb.com/title/tt0063227/;0063227;Лев зимой;1968;134;1807;4.0;0.0
https://www.imdb.com/title/tt0125659/;0;Открой глаза;1997;119;4396;0.0;0.4
https://www.imdb.com/title/tt0093191/;0;Небо над Берлином;1987;128;5000;0.0;3.4
https://www.imdb.com/title/tt0147612/;0147612;Счастье;1998;134;4516;2.2;3.0
https://www.imdb.com/title/tt0031971/;0;Stagecoach;1939;96;1307;0.4;0.0
https://www.imdb.com/title/tt0054997/;0;Бильярдист;1961;134;3527;2.0;0.0
https://www.imdb.com/title/tt0374546/;0374546;Весна, лето, осень, зима... и снова весна;2003;103;5000;4.8;8.9
https://www.imdb.com/title/tt0344510/;0344510;Долгая помолвка;2004;133;4740;56.6;69.4
https://www.imdb.com/title/tt0113824/;0;Шёпот сердца;1995;111;5000;0.0;0.6
https://www.imdb.com/title/tt0166896/;0166896;Простая история;1999;112;5000;10.0;6.4
https://www.imdb.com/title/tt0049366/;0049366;Invasion of the Body Snatchers;1956;80;5000;0.4;0.0
https://www.imdb.com/title/tt0043265/;0043265;The African Queen;1951;105;5000;1.0;0.0
https://www.imdb.com/title/tt2582496/;2582496;Я, Эрл и умирающая девушка;2015;105;4734;8.0;9.1
https://www.imdb.com/title/tt0060107/;0060107;Андрей Рублёв;1966;205;5000;1.0;0.1
https://www.imdb.com/title/tt0055630/;0;Телохранитель;1961;110;5000;0.0;0.0
https://www.imdb.com/title/tt6316138/;0;Айла: Дочь войны;2017;125;4781;0.0;0.9
https://www.imdb.com/title/tt3169706/;0;Гордость;2014;119;4610;0.0;16.8
https://www.imdb.com/title/tt0038787/;0038787;Дурная слава;1946;102;4963;2.0;0.1
https://www.imdb.com/title/tt1821549/;1821549;Небраска;2013;115;4760;12.0;27.7
https://www.imdb.com/title/tt0108394/;0;Три цвета: Синий;1993;94;5000;0.0;1.4
https://www.imdb.com/title/tt0040522/;0040522;Похитители велосипедов;1948;89;5000;0.1;0.4
https://www.imdb.com/title/tt0106364/;0106364;Бэтмен: Маска Фантазма;1993;76;1884;6.0;5.6
https://www.imdb.com/title/tt0053472/;0053472;На последнем дыхании;1960;90;4950;0.4;0.6
https://www.imdb.com/title/tt1527788/;0;Чeловек из ниоткуда;2010;119;4996;0.0;44.7
https://www.imdb.com/title/tt0978762/;0;Мэри и Макс;2009;92;4492;0.0;1.7
https://www.imdb.com/title/tt2431286/;2431286;Филомена;2013;98;4107;12.0;100.1
https://www.imdb.com/title/tt1365050/;1365050;Безродные звери;2015;137;4159;6.0;0.1
https://www.imdb.com/title/tt3262342/;3262342;Ван Гог. С любовью, Винсент;2017;94;4903;5.0;42.2
https://www.imdb.com/title/tt0108122/;0;Короткий монтаж;1993;188;5000;0.0;6.1
https://www.imdb.com/title/tt0044741/;0;Ikiru;1952;143;5000;0.0;0.1
https://www.imdb.com/title/tt0072443/;0072443;Зеркало;1975;107;4977;0.6;0.1
https://www.imdb.com/title/tt0073440/;0073440;Nashville;1975;160;5000;2.2;10.0
https://www.imdb.com/title/tt0040746/;0040746;Верёвка;1948;80;5000;1.5;0.0
https://www.imdb.com/title/tt0048028/;0048028;East of Eden;1955;118;5000;8.0;0.0
https://www.imdb.com/title/tt0118845/;0118845;Счастливы вместе;1997;96;5000;4.2;0.7
https://www.imdb.com/title/tt0104652/;0;Порко Россо;1992;94;5000;0.0;1.4
https://www.imdb.com/title/tt0117589/;0117589;Тайны и ложь;1996;136;5000;4.5;13.4
https://www.imdb.com/title/tt0065207/;0065207;Where Eagles Dare;1968;158;4395;7.7;7.1
https://www.imdb.com/title/tt0055031/;0055031;Нюрнбергский процесс;1961;179;822;3.0;0.0
https://www.imdb.com/title/tt0115751/;0;Рассекая волны;1996;159;5000;0.0;3.8
https://www.imdb.com/title/tt0058777/;0;Zulu;1964;138;5000;1.7;0.0
https://www.imdb.com/title/tt0036868/;0036868;Лучшие годы нашей жизни;1946;170;4575;2.1;23.7
https://www.imdb.com/title/tt0037382/;0037382;To Have and Have Not;1944;100;4733;4.5;0.0
https://www.imdb.com/title/tt1602620/;1602620;Любовь;2012;127;5000;8.9;29.7
https://www.imdb.com/title/tt0057565/;0;Tengoku to jigoku;1963;143;5000;0.0;0.0
https://www.imdb.com/title/tt0053198/;0;Четыреста ударов;1959;99;5000;0.0;0.1
https://www.imdb.com/title/tt0300140/;0;Лиля навсегда;2002;109;5000;0.0;1.0
https://www.imdb.com/title/tt0070544/;0;Дикая планета;1973;72;5000;0.0;0.0
https://www.imdb.com/title/tt0032455/;0032455;Фантазия;1940;125;5000;2.3;76.4
https://www.imdb.com/title/tt0052561/;0;Анатомия убийства;1959;161;4085;0.0;0.0
https://www.imdb.com/title/tt0051459/;0051459;Кошка на раскалённой крыше;1958;108;5000;3.0;0.8
https://www.imdb.com/title/tt0338564/;0338564;Двойная рокировка;2002;101;5000;6.4;8.8
https://www.imdb.com/title/tt0101765/;0;La double vie de Véronique;1991;98;5000;0.0;2.2
https://www.imdb.com/title/tt0050986/;0;Земляничная поляна;1957;91;5000;0.0;0.0
https://www.imdb.com/title/tt1190539/;1190539;Преследователь;2008;125;5000;2.6;36.5
https://www.imdb.com/title/tt0111495/;0111495;Три цвета: Красный;1994;99;5000;0.2;3.6
https://www.imdb.com/title/tt0058946/;0058946;La battaglia di Algeri;1966;121;5000;0.8;1.0
https://www.imdb.com/title/tt0038355/;0038355;Глубокий сон;1946;114;5000;0.2;0.0
https://www.imdb.com/title/tt0243017/;0243017;Пробуждение жизни;2001;99;5000;0.2;3.2
https://www.imdb.com/title/tt0079522/;0079522;Манхэттен;1979;96;5000;9.0;40.2
https://www.imdb.com/title/tt0021749/;0021749;Огни большого города;1931;87;5000;1.5;0.0
https://www.imdb.com/title/tt4849438/;4849438;Бахубали: Завершение;2017;167;5000;2500.0;254.2
https://www.imdb.com/title/tt2576852/;2576852;Сказание о принцессе Кагуя;2013;137;5000;5000.0;24.7
https://www.imdb.com/title/tt0475276/;0475276;Потерянный рейс;2006;111;5000;15.0;76.7
https://www.imdb.com/title/tt0091670/;0091670;Offret;1986;149;5000;0.2;0.2
https://www.imdb.com/title/tt0036342/;0;Shadow of a Doubt;1943;108;5000;0.0;0.0
https://www.imdb.com/title/tt0044079/;0044079;Незнакомцы в поезде;1951;101;5000;1.2;0.0
https://www.imdb.com/title/tt0118849/;0118849;Дети небес;1997;89;5000;0.2;0.9
https://www.imdb.com/title/tt0248845/;0248845;Хедвиг и злосчастный дюйм;2001;95;3081;6.0;3.7
https://www.imdb.com/title/tt0073341/;0073341;Человек, который хотел быть королем;1975;129;5000;8.0;0.0
https://www.imdb.com/title/tt0052311/;0052311;Печать зла;1958;95;5000;0.8;2.3
https://www.imdb.com/title/tt0421082/;0421082;Контроль;2007;122;5000;4.5;8.2
https://www.imdb.com/title/tt0072251/;0;The Taking of Pelham One Two Three;1974;104;5000;5.0;0.0
https://www.imdb.com/title/tt0010323/;0;Кабинет доктора Калигари;1920;76;5000;0.0;0.0
https://www.imdb.com/title/tt0102536/;0102536;Ночь на Земле;1991;129;5000;3.5;2.1
https://www.imdb.com/title/tt3398268/;0;Воспоминания о Марни;2014;103;5000;0.0;34.9
https://www.imdb.com/title/tt1280558/;1280558;Среда;2008;104;5000;2.3;3.3
https://www.imdb.com/title/tt7019842/;7019842;96;2018;158;5000;1.5;0.6
https://www.imdb.com/title/tt0040724/;0;Red River;1948;133;5000;3.0;0.0
https://www.imdb.com/title/tt0040897/;0040897;The Treasure of the Sierra Madre;1948;126;5000;3.0;5.0
https://www.imdb.com/title/tt0026029/;0;The 39 Steps;1935;86;5000;0.1;0.1
https://www.imdb.com/title/tt0015648/;0;Броненосец «Потемкин»;1925;75;5000;0.0;0.1
https://www.imdb.com/title/tt2802154/;0;Левиафан;2014;140;4715;0.0;4.4
https://www.imdb.com/title/tt0091167/;0091167;Ханна и её сестры;1986;107;5000;6.4;40.1
https://www.imdb.com/title/tt0029843/;0;The Adventures of Robin Hood;1938;102;5000;1.9;0.0
https://www.imdb.com/title/tt0069947/;0;The Day of the Jackal;1973;143;5000;0.0;0.0
https://www.imdb.com/title/tt7961060/;7961060;Драконий жемчуг Супер: Броли;2018;100;5000;8.5;115.8
https://www.imdb.com/title/tt0020629/;0;На западном фронте без перемен;1930;152;5000;1.2;0.0
https://www.imdb.com/title/tt0032599/;0;His Girl Friday;1940;92;5000;0.0;0.0
https://www.imdb.com/title/tt0012349/;0012349;Малыш;1921;68;5000;0.2;0.0
https://www.imdb.com/title/tt1562872/;1562872;Жизнь не может быть скучной;2011;155;5000;550.0;5.2
https://www.imdb.com/title/tt0096163/;0;Spoorloos;1988;107;5000;0.0;0.0
https://www.imdb.com/title/tt4430212/;0;Видимость;2015;163;5000;9.4;0.0
