Дата замера;Время;Способ эксплуатации;Режим;Рпр(ТМ);Рзаб(Рпр);Рзаб(Нд);Рзаб(иссл)
2018-01-10;00:00:00;8;2;55.6;51.6;46.4;50.0
2018-01-11;00:00:00;8;2;43.0;51.6;46.4;50.0
2018-01-12;00:00:00;8;2;43.0;51.6;46.7;50.0
2018-01-13;00:00:00;8;2;43.6;50.6;45.8;50.0
2018-01-14;00:00:00;8;2;43.6;50.6;45.8;50.0
2018-01-15;00:00:00;8;2;42.6;50.6;45.8;50.0
2018-01-16;00:00:00;8;2;42.0;50.6;45.8;50.0
2018-01-17;00:00:00;8;2;43.5;49.6;44.8;50.0
2018-01-18;00:00:00;8;2;43.5;49.6;45.0;50.0
2018-01-19;00:00:00;8;2;43.6;49.6;45.0;50.0
2018-01-20;00:00:00;8;2;43.5;49.6;45.0;50.0
2018-01-21;00:00:00;8;2;3.6;49.6;;50.0
2018-02-01;00:00:00;4;2;0.0;;;50.0
2018-02-02;00:00:00;4;2;0.0;;;50.0
2018-02-03;00:00:00;4;2;0.0;;;50.0
2018-02-04;00:00:00;4;2;0.0;;;50.0
2018-02-05;00:00:00;4;2;0.0;;;50.0
2018-02-06;00:00:00;4;2;0.0;;;50.0
2018-02-07;00:00:00;4;2;0.0;;;50.0
2018-02-08;00:00:00;4;2;0.0;;;50.0
2018-02-09;00:00:00;4;2;0.0;;;50.0
2018-02-10;00:00:00;4;2;0.0;;;50.0
2018-02-11;00:00:00;4;2;0.0;;;50.0
2018-02-12;00:00:00;4;2;0.0;;;50.0
2018-02-13;00:00:00;4;2;0.0;;;50.0
2018-02-14;00:00:00;4;2;0.0;;;50.0
2018-02-15;00:00:00;4;2;0.0;;;50.0
2018-02-16;00:00:00;4;2;0.0;;;50.0
2018-02-17;00:00:00;4;2;0.0;;;50.0
2018-02-18;00:00:00;4;2;0.0;;;50.0
2018-02-19;00:00:00;4;2;0.0;;;50.0
2018-02-20;00:00:00;4;2;0.0;;;50.0
2018-02-21;00:00:00;4;2;0.0;;;50.0
2018-02-22;00:00:00;4;2;0.0;;;50.0
2018-02-23;00:00:00;4;2;0.0;;;50.0
2018-02-24;00:00:00;4;2;0.0;;;50.0
2018-02-25;00:00:00;4;2;0.0;;;50.0
2018-02-26;00:00:00;4;2;0.0;;;50.0
2018-02-27;00:00:00;4;2;0.0;;;50.0
2018-02-28;00:00:00;4;2;0.0;;;50.0
2018-03-10;00:00:00;4;2;0.0;62.4;62.6;50.0
2018-03-11;00:00:00;4;2;0.0;62.4;62.6;50.0
2018-03-12;00:00:00;4;2;0.0;62.4;62.6;50.0
2018-03-13;00:00:00;4;2;0.0;62.4;62.6;50.0
2018-03-14;00:00:00;4;2;0.0;62.4;62.6;50.0
2018-03-15;00:00:00;4;2;0.0;62.4;62.6;50.0
2018-03-16;00:00:00;4;2;0.0;37.6;33.9;50.0
2018-03-17;00:00:00;4;2;0.0;37.6;33.9;50.0
2018-03-18;00:00:00;4;2;0.0;37.6;33.9;50.0
2018-03-19;00:00:00;4;2;0.0;37.5;31.6;50.0
2018-03-20;00:00:00;4;2;13.0;37.5;31.6;50.0
2018-03-21;00:00:00;4;2;32.0;37.5;31.6;50.0
2018-03-22;00:00:00;4;2;32.0;37.5;31.6;50.0
2018-03-23;00:00:00;4;2;32.0;37.5;31.9;50.0
2018-03-24;00:00:00;4;2;32.0;37.5;31.8;50.0
2018-03-25;00:00:00;4;2;32.0;37.5;31.8;50.0
2018-03-26;00:00:00;4;2;32.0;37.5;31.8;50.0
2018-03-27;00:00:00;4;2;32.0;37.5;31.8;50.0
2018-03-28;00:00:00;4;2;31.0;37.5;32.1;50.0
2018-03-29;00:00:00;4;2;32.0;37.5;32.2;50.0
2018-03-30;00:00:00;4;2;32.0;37.5;32.2;50.0
2018-03-31;00:00:00;4;2;32.0;37.5;32.2;50.0
2018-04-01;00:00:00;4;2;32.0;37.5;32.0;50.0
2018-04-02;00:00:00;4;2;32.0;37.5;32.0;50.0
2018-04-03;00:00:00;4;2;32.0;37.5;32.0;50.0
2018-04-04;00:00:00;4;2;32.0;37.5;32.6;50.0
2018-04-05;00:00:00;4;2;32.0;37.5;32.6;50.0
2018-04-06;00:00:00;4;2;32.0;37.5;32.6;50.0
2018-04-07;00:00:00;4;2;32.0;37.5;31.5;50.0
2018-04-08;00:00:00;4;2;32.0;37.5;31.5;50.0
2018-04-09;00:00:00;4;2;32.0;37.5;31.5;50.0
2018-04-10;00:00:00;4;2;32.0;37.5;31.5;50.0
2018-04-11;00:00:00;4;2;32.0;37.5;32.3;50.0
