X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;D1
500;101;0;0;0;1;0;4;0;1;1;2;380
180;133;0;0;0;4;1;7;1;1;1;5;110
80;95;0;3;0;3;1;5;0;0;0;0;500
65;89;0;0;0;4;0;6;0;1;0;0;160
99;92;0;0;0;1;0;6;1;0;1;0;100
120;97;0;1;0;4;0;7;0;1;0;0;1100
160;95;0;0;0;3;0;7;1;1;1;0;3
350;91;0;0;0;1;0;6;1;1;0;0;140
200;100;0;0;0;0;0;6;1;0;0;0;190
350;109;0;0;0;4;0;6;1;0;1;0;170
100;114;0;5;0;4;0;7;1;1;0;0;14
110;95;0;4;0;2;1;5;0;0;0;0;230
450;99;0;0;0;3;1;6;1;0;1;1;420
250;107;0;0;0;3;0;6;1;0;1;0;210
110;106;0;0;0;1;0;5;0;1;0;3;20
190;166;0;0;0;1;0;6;0;1;0;0;170
330;99;0;3;0;3;0;5;1;0;0;2;1100
50;87;0;4;0;4;0;6;0;1;0;0;90
260;94;0;4;0;3;0;7;0;0;0;0;380
200;87;0;4;0;1;0;6;1;1;1;0;450
200;89;0;0;0;0;0;7;0;1;1;0;670
70;89;0;0;0;1;0;6;0;0;0;0;360
40;90;0;5;0;3;1;6;1;0;1;0;3
140;86;0;4;0;2;1;6;0;1;0;0;64
320;107;0;3;0;1;0;7;0;0;0;0;820
14;98;0;0;0;4;1;7;0;1;1;0;15
30;101;0;0;0;3;0;6;0;1;0;0;7
110;91;0;4;0;2;0;6;0;1;0;0;240
130;96;0;0;0;3;0;5;1;1;1;1;89
250;87;0;3;0;1;0;6;0;0;0;0;150
60;95;0;0;0;2;1;6;1;1;1;1;130
83;91;0;4;1;4;0;4;0;0;0;0;17
140;83;0;4;0;2;1;4;0;0;0;1;290
100;97;0;0;0;4;0;4;0;1;0;0;25
450;91;0;0;1;4;0;7;1;1;0;0;200
200;88;0;3;0;3;1;5;1;1;0;1;94
220;111;0;0;0;2;1;6;1;1;0;2;1000
300;87;0;3;0;0;0;5;0;1;0;1;290
170;99;0;0;1;4;1;6;0;1;1;0;240
250;102;0;0;0;2;1;7;1;1;0;2;300
340;76;0;3;1;4;0;7;0;0;0;0;230
200;87;0;4;0;1;0;4;0;1;0;0;69
70;97;0;0;0;2;1;6;0;1;0;0;120
400;99;0;4;0;2;1;7;1;1;0;2;140
210;95;0;3;1;2;1;7;1;0;1;0;390
220;105;0;0;1;3;0;7;1;1;1;3;100
300;117;0;0;0;2;1;6;1;0;1;1;2
90;101;0;0;0;0;0;5;0;1;0;0;51
350;103;0;0;0;1;0;6;0;0;0;0;320
60;96;0;0;0;4;0;5;0;1;0;0;43
45;95;0;0;1;4;0;5;0;1;0;1;1
100;90;0;0;0;3;1;5;0;0;1;0;2
380;102;0;4;0;3;1;7;1;0;1;3;110
450;83;0;0;0;4;1;6;1;0;1;0;100
300;87;0;0;0;2;1;7;1;0;0;2;570
50;94;0;0;0;1;0;6;1;0;1;1;6
62;83;0;3;0;4;0;6;0;0;0;0;1
250;95;0;3;0;2;0;6;0;0;0;0;120
150;98;0;0;0;3;0;7;1;1;0;1;24
260;99;0;1;0;4;0;7;1;1;0;0;120
230;122;0;4;0;1;0;7;1;1;0;2;220
50;91;0;5;0;1;0;6;0;1;0;0;3
2;98;0;0;0;0;0;5;0;1;0;0;170
9;94;0;0;0;2;1;5;1;1;1;0;90
130;98;0;4;0;0;0;5;0;0;0;0;190
300;87;0;0;0;0;0;5;1;0;0;0;210
450;170;0;0;0;3;1;6;0;1;0;0;57
290;102;0;3;0;3;0;7;1;1;0;0;200
170;89;0;0;0;3;0;7;1;0;0;0;160
70;94;0;5;0;4;1;6;1;0;1;0;2
150;108;0;0;1;3;1;6;1;0;0;2;5
71;143;0;0;0;1;0;4;1;1;0;0;160
1;81;0;4;0;2;1;5;0;0;0;0;420
180;90;0;0;0;3;1;4;0;1;0;2;110
400;104;0;3;1;2;1;6;0;1;0;0;320
450;99;0;0;1;3;0;6;0;1;1;0;310
200;107;0;0;0;3;0;4;0;0;0;0;130
380;124;0;0;1;1;0;6;1;1;0;0;64
280;92;0;0;0;3;0;6;0;1;0;0;580
100;88;0;4;0;1;0;6;1;1;0;1;330
50;90;0;0;1;2;1;7;1;0;0;0;18
5;79;0;0;0;3;0;5;0;0;0;0;27
260;100;0;0;0;1;0;6;0;1;0;0;280
200;114;0;0;0;2;1;4;1;1;1;0;660
90;155;0;5;0;3;0;7;1;1;0;0;140
300;95;0;4;0;4;0;3;1;0;0;0;7
20;89;0;0;0;4;0;5;0;1;1;0;2
170;119;0;0;0;2;0;4;0;1;0;0;79
160;158;0;0;0;4;1;6;1;1;0;0;310
220;104;0;1;0;4;0;7;1;0;0;0;52
120;84;0;4;0;2;1;7;1;0;0;0;110
60;89;0;0;0;4;1;7;1;1;1;1;180
250;83;0;0;0;3;0;5;0;1;1;0;310
300;100;0;0;0;2;1;7;0;0;0;0;110
250;85;0;4;0;1;0;7;1;1;1;0;140
330;86;0;0;0;4;0;6;0;1;0;0;170
260;94;0;0;0;1;0;7;1;1;1;0;15
250;99;0;4;0;2;1;7;0;1;0;3;41
370;117;0;3;0;3;0;6;1;1;1;4;120
30;90;0;0;0;1;0;6;0;1;0;0;9
100;97;0;4;0;4;0;7;1;1;1;0;8
70;93;0;0;0;2;1;5;0;0;0;0;57
220;87;0;0;1;3;0;7;1;1;0;2;330
64;80;0;0;0;1;0;6;1;0;1;0;110
150;88;0;0;0;4;1;6;1;1;1;0;64
35;98;0;4;1;2;1;6;0;0;1;0;2
100;85;0;0;0;1;0;6;1;0;0;0;1
370;113;0;0;0;1;0;6;0;1;1;1;140
200;85;0;0;0;3;0;6;1;1;1;0;21
300;91;0;0;0;3;1;6;1;0;1;0;100
370;81;0;0;0;2;1;6;0;1;1;0;650
40;89;0;0;1;1;0;8;1;0;0;0;150
60;96;0;0;0;4;1;7;1;0;0;2;90
150;98;0;0;0;4;0;6;1;1;0;0;63
130;127;0;0;0;1;0;6;1;1;1;2;12
50;85;0;0;0;1;0;6;0;1;0;0;14
100;95;0;0;0;4;0;5;0;1;0;0;210
200;136;0;0;0;2;1;6;1;1;1;0;46
100;96;0;4;0;2;1;4;0;0;1;0;15
500;97;0;4;1;4;1;6;1;0;0;2;310
200;108;0;0;0;2;1;6;0;0;0;0;57
300;91;0;0;0;2;1;6;0;1;1;0;58
140;152;0;0;0;3;0;6;1;1;1;0;41
30;120;0;0;0;0;0;6;1;0;1;0;23
13;160;0;0;0;4;1;5;1;1;1;0;140
150;85;0;0;0;4;1;7;1;1;0;1;110
36;118;0;0;0;4;0;6;1;0;1;0;11
5;90;0;0;0;1;0;3;0;1;1;0;280
78;130;0;0;0;3;1;6;0;0;0;0;310
50;110;0;0;0;4;0;6;0;0;0;0;23
58;120;0;0;0;4;1;5;1;1;0;0;42
42;135;0;0;0;4;1;7;1;1;1;0;130
97;135;0;0;0;4;0;5;0;0;0;0;21
