Дата замера;Время;Способ эксплуатации;Режим;Рпр(ТМ);Рзаб(Рпр);Рзаб(Нд);Рзаб(иссл)
2018-01-01;00:00:00;8;1;;61.2;56.2;193.0
2018-01-01;00:00:00;8;1;;;76.4;176.0
2018-01-02;00:00:00;8;1;;;76.4;176.0
2018-01-02;00:00:00;8;1;;60.2;55.2;193.0
2018-01-03;00:00:00;8;1;;;76.4;176.0
2018-01-03;00:00:00;8;1;;60.2;55.2;193.0
2018-01-04;00:00:00;8;1;;;76.4;176.0
2018-01-04;00:00:00;8;1;;60.2;55.2;193.0
2018-01-05;00:00:00;8;1;;60.2;55.2;193.0
2018-01-05;00:00:00;8;1;;;76.4;176.0
2018-01-06;00:00:00;8;1;;60.2;55.2;193.0
2018-01-06;00:00:00;8;1;;;76.4;176.0
2018-01-07;00:00:00;8;1;;58.3;53.5;193.0
2018-01-07;00:00:00;8;1;;;76.4;176.0
2018-01-08;00:00:00;8;1;;;76.4;176.0
2018-01-08;00:00:00;8;1;;58.3;53.5;193.0
2018-01-09;00:00:00;8;1;;58.3;53.5;193.0
2018-01-09;00:00:00;8;1;;;77.4;176.0
2018-01-10;00:00:00;8;1;;148.1;73.7;176.0
2018-01-10;00:00:00;8;1;;57.3;52.6;193.0
2018-01-11;00:00:00;8;1;;148.1;73.7;176.0
2018-01-12;00:00:00;8;1;;148.1;73.7;176.0
2018-01-13;00:00:00;8;1;;148.1;73.7;176.0
2018-01-14;00:00:00;8;1;;148.1;73.7;176.0
2018-01-15;00:00:00;8;1;;148.1;73.7;176.0
2018-01-16;00:00:00;8;1;;148.1;73.7;176.0
2018-01-17;00:00:00;8;1;;148.1;76.7;176.0
2018-01-17;00:00:00;8;1;;67.2;57.1;58.0
2018-01-18;00:00:00;8;1;;65.2;59.9;58.0
2018-01-18;00:00:00;8;1;;148.1;76.7;176.0
2018-01-19;00:00:00;8;1;;149.0;78.2;176.0
2018-01-19;00:00:00;8;1;;65.2;59.9;58.0
2018-01-20;00:00:00;8;1;;146.7;74.4;176.0
2018-01-20;00:00:00;8;1;;65.2;59.9;58.0
2018-01-21;00:00:00;8;1;;65.2;59.9;58.0
2018-01-21;00:00:00;8;1;;146.7;74.4;176.0
2018-01-22;00:00:00;8;1;;61.2;56.4;58.0
2018-01-22;00:00:00;8;1;;146.7;74.4;176.0
2018-01-23;00:00:00;8;1;;146.6;74.2;176.0
2018-01-23;00:00:00;8;1;;61.2;56.4;58.0
2018-01-24;00:00:00;8;1;;59.3;54.6;58.0
2018-01-24;00:00:00;8;1;;146.6;74.2;176.0
2018-01-25;00:00:00;8;1;;;73.6;176.0
2018-01-25;00:00:00;8;1;;59.3;54.6;58.0
2018-01-26;00:00:00;8;1;;58.3;52.9;58.0
2018-01-26;00:00:00;8;1;;;73.6;176.0
2018-01-27;00:00:00;8;1;;55.3;50.5;58.0
2018-01-27;00:00:00;8;1;;;73.1;176.0
2018-01-28;00:00:00;8;1;;55.3;50.5;58.0
2018-01-28;00:00:00;8;1;;;73.1;176.0
2018-01-29;00:00:00;8;1;;55.3;50.5;58.0
2018-01-29;00:00:00;8;1;;;73.1;176.0
2018-01-30;00:00:00;8;1;;55.3;50.5;58.0
2018-01-30;00:00:00;8;1;;;73.1;176.0
2018-01-31;00:00:00;8;1;;;73.1;176.0
2018-01-31;00:00:00;8;1;;55.3;50.5;58.0
2018-02-01;00:00:00;4;1;;55.3;;58.0
2018-02-01;00:00:00;4;1;;;;176.0
2018-02-02;00:00:00;4;1;;;;176.0
2018-02-02;00:00:00;4;1;;53.3;;58.0
2018-02-03;00:00:00;4;1;;;;176.0
2018-02-03;00:00:00;4;1;;53.3;;58.0
2018-02-04;00:00:00;4;1;;145.9;;176.0
2018-02-04;00:00:00;4;1;;53.3;;58.0
2018-02-05;00:00:00;4;1;;53.3;;58.0
2018-02-05;00:00:00;4;1;;145.9;;176.0
2018-02-06;00:00:00;4;1;;145.9;;176.0
2018-02-06;00:00:00;4;1;;51.3;;58.0
