Дата замера;Время;Способ эксплуатации;Режим;Рпр(ТМ);Рзаб(Рпр);Рзаб(Нд);Рзаб(иссл)
2018-01-01;00:00:00;8;1;0.0;222.2;123.8;245.0
2018-01-02;00:00:00;8;1;0.0;215.3;120.1;245.0
2018-01-03;00:00:00;8;1;0.0;214.3;119.6;245.0
2018-01-04;00:00:00;8;1;0.0;214.3;119.6;245.0
2018-01-05;00:00:00;8;1;0.0;214.2;118.7;245.0
2018-01-06;00:00:00;8;1;0.0;214.5;120.6;245.0
2018-01-07;00:00:00;8;1;0.0;214.5;120.6;245.0
2018-01-08;00:00:00;8;1;0.0;230.4;127.4;245.0
2018-01-09;00:00:00;8;1;0.0;230.4;127.4;245.0
2018-01-10;00:00:00;8;1;0.0;224.4;124.4;245.0
2018-01-11;00:00:00;8;1;0.0;224.4;124.4;245.0
2018-01-12;00:00:00;8;1;0.0;228.4;127.1;245.0
2018-01-13;00:00:00;8;1;0.0;226.4;125.4;245.0
2018-01-14;00:00:00;8;1;0.0;226.8;129.0;245.0
2018-01-15;00:00:00;8;1;0.0;226.8;129.0;245.0
2018-01-16;00:00:00;8;1;0.0;226.8;129.0;245.0
2018-01-17;00:00:00;8;1;0.0;223.8;126.1;245.0
2018-01-18;00:00:00;8;1;0.0;224.8;126.6;245.0
2018-01-19;00:00:00;8;1;0.0;224.8;126.6;245.0
2018-01-20;00:00:00;8;1;0.0;224.8;126.6;245.0
2018-01-21;00:00:00;8;1;0.0;224.2;121.1;245.0
2018-01-22;00:00:00;8;1;0.0;226.2;124.3;245.0
2018-01-23;00:00:00;8;1;0.0;226.1;122.7;245.0
2018-01-24;00:00:00;8;1;0.0;227.1;123.2;245.0
2018-01-25;00:00:00;8;1;0.0;227.1;123.2;245.0
2018-01-26;00:00:00;8;1;0.0;226.2;126.9;245.0
2018-01-27;00:00:00;8;1;0.0;226.2;127.6;245.0
2018-01-28;00:00:00;8;1;0.0;226.9;133.3;245.0
2018-01-29;00:00:00;8;1;0.0;226.9;133.3;245.0
2018-01-30;00:00:00;8;1;0.0;226.9;133.3;245.0
2018-01-31;00:00:00;8;1;0.0;226.9;133.3;245.0
2018-02-01;00:00:00;4;1;0.0;226.8;;245.0
2018-02-02;00:00:00;4;1;0.0;226.8;;245.0
2018-02-03;00:00:00;4;1;0.0;226.8;;245.0
2018-02-04;00:00:00;4;1;0.0;226.8;;245.0
2018-02-05;00:00:00;4;1;0.0;226.8;;245.0
2018-02-06;00:00:00;4;1;0.0;226.8;;245.0
2018-02-07;00:00:00;4;1;0.0;225.9;;245.0
2018-02-08;00:00:00;4;1;0.0;225.9;;245.0
2018-02-09;00:00:00;4;1;0.0;225.9;;245.0
2018-02-10;00:00:00;4;1;0.0;225.9;;245.0
2018-02-11;00:00:00;4;1;0.0;226.9;;245.0
2018-02-12;00:00:00;4;1;0.0;226.9;;245.0
2018-02-13;00:00:00;4;1;0.0;226.9;;245.0
2018-02-14;00:00:00;4;1;0.0;225.7;;245.0
2018-02-15;00:00:00;4;1;0.0;225.7;;245.0
2018-02-16;00:00:00;4;1;0.0;225.7;;245.0
2018-02-17;00:00:00;4;1;0.0;220.7;;245.0
2018-02-18;00:00:00;4;1;0.0;220.7;;245.0
2018-02-19;00:00:00;4;1;0.0;220.7;;245.0
2018-02-20;00:00:00;4;1;0.0;215.8;;245.0
2018-02-21;00:00:00;4;1;0.0;215.7;;245.0
2018-02-22;00:00:00;4;1;0.0;215.7;;245.0
2018-02-23;00:00:00;4;1;0.0;215.7;;245.0
2018-02-24;00:00:00;4;1;0.0;217.4;;245.0
2018-02-25;00:00:00;4;1;0.0;221.4;;245.0
2018-02-26;00:00:00;4;1;0.0;221.4;;245.0
2018-02-27;00:00:00;4;1;0.0;221.4;;245.0
2018-02-28;00:00:00;4;1;0.0;208.5;;245.0
2018-03-01;00:00:00;4;1;0.0;208.5;125.4;245.0
2018-03-02;00:00:00;4;1;0.0;208.5;125.4;245.0
2018-03-03;00:00:00;4;1;0.0;226.4;134.6;245.0
2018-03-04;00:00:00;4;1;0.0;226.4;134.6;245.0
2018-03-05;00:00:00;4;1;0.0;226.4;134.6;245.0
2018-03-06;00:00:00;4;1;0.0;226.0;129.8;245.0
2018-03-07;00:00:00;4;1;0.0;226.0;127.9;245.0
2018-03-08;00:00:00;4;1;0.0;226.0;127.9;245.0
2018-03-09;00:00:00;4;1;0.0;226.0;127.9;245.0
2018-03-10;00:00:00;4;1;0.0;227.0;128.4;245.0
2018-03-11;00:00:00;4;1;0.0;227.0;128.4;245.0
